"filename", "language", "JavaScript", "HTML", "Markdown", "JSON", "JavaScript JSX", "CSS", "XML", "comment", "blank", "total"
"c:\Users\Abdul\OneDrive\Documents\Projects\BSW copy\frontend\src\pages\events\CreateEventPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Abdul\OneDrive\Documents\Projects\BSW copy\frontend\src\pages\events\EventDetailPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Abdul\OneDrive\Documents\Projects\BSW copy\frontend\src\pages\events\EventsPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Abdul\OneDrive\Documents\Projects\BSW copy\frontend\src\pages\organizer\AnalyticsPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"c:\Users\Abdul\OneDrive\Documents\Projects\BSW copy\frontend\src\pages\organizer\AttendeesPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 14, 0, 0, 0, 2, 16
"c:\Users\Abdul\OneDrive\Documents\Projects\BSW copy\frontend\src\pages\organizer\CreateEventPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 371, 0, 0, 30, 37, 438
"c:\Users\Abdul\OneDrive\Documents\Projects\BSW copy\frontend\src\pages\organizer\DashboardPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 150, 0, 0, 6, 13, 169
"c:\Users\Abdul\OneDrive\Documents\Projects\BSW copy\frontend\src\pages\organizer\EditEventPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 668, 0, 0, 27, 54, 749
"c:\Users\Abdul\OneDrive\Documents\Projects\BSW copy\frontend\src\pages\organizer\EventDetailsPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 587, 0, 0, 16, 37, 640
"c:\Users\Abdul\OneDrive\Documents\Projects\BSW copy\frontend\src\pages\organizer\EventsListPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 269, 0, 0, 12, 18, 299
"c:\Users\Abdul\OneDrive\Documents\Projects\BSW copy\frontend\src\pages\organizer\OrganizerSettingsPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 14, 0, 0, 0, 2, 16
"c:\Users\Abdul\OneDrive\Documents\Projects\BSW copy\frontend\src\pages\user\ProfilePage.jsx", "JavaScript JSX", 0, 0, 0, 0, 161, 0, 0, 15, 23, 199
"c:\Users\Abdul\OneDrive\Documents\Projects\BSW copy\frontend\src\services\api.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Abdul\OneDrive\Documents\Projects\BSW copy\frontend\src\services\authService.js", "JavaScript", 113, 0, 0, 0, 0, 0, 0, 13, 18, 144
"c:\Users\Abdul\OneDrive\Documents\Projects\BSW copy\frontend\src\services\bookingService.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Abdul\OneDrive\Documents\Projects\BSW copy\frontend\src\services\eventService.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Abdul\OneDrive\Documents\Projects\BSW copy\frontend\src\services\organizerService.js", "JavaScript", 178, 0, 0, 0, 0, 0, 0, 16, 29, 223
"c:\Users\Abdul\OneDrive\Documents\Projects\BSW copy\frontend\src\services\userService.js", "JavaScript", 65, 0, 0, 0, 0, 0, 0, 5, 8, 78
"c:\Users\Abdul\OneDrive\Documents\Projects\BSW copy\frontend\src\utils\formatDate.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Abdul\OneDrive\Documents\Projects\BSW copy\frontend\src\utils\validation.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Abdul\OneDrive\Documents\Projects\BSW copy\frontend\tailwind.config.cjs", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 0, 1, 23
"c:\Users\Abdul\OneDrive\Documents\Projects\BSW copy\frontend\vite.config.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
"Total", "-", 425, 13, 7, 4655, 4139, 26, 2, 227, 475, 9969
